domain	ks_stat	p_value	fdr_corrected_p_value	is_more_tolerant	n_query	n_comp_used	composite_T	median_query	median_composite
ENSG00000065057:SMART:SM00478	0.427027027027027	8.152872908485592e-16	4.014931906569589e-15	True	185	185	28973	0.723800003528595	0.959500014781952
ENSG00000065057:CDD:cd00056	0.4506172839506173	1.719407136584126e-15	8.279248532676651e-15	True	162	162	28973	0.7817499935626984	0.9666999876499176
ENSG00000065057:Pfam:PF00633	0.4383333333333333	0.0011416156310348	0.0019372169899588	True	24	50	28973	0.7122499942779541	0.9515499770641328
ENSG00000065057:Superfamily:SSF48150	0.4265402843601896	6.686231104331654e-18	3.7828003466199757e-17	True	211	211	28973	0.7311000227928162	0.9574999809265136
ENSG00000065057:Pfam:PF00730	0.391304347826087	4.067484470033575e-10	1.268199651559584e-09	True	138	138	28973	0.787200003862381	0.9394500255584716
ENSG00000103197:Pfam:PF11864	0.15625	3.770807360032521e-05	7.421223811675215e-05	True	416	416	28973	0.8494499921798706	0.9349499940872192
ENSG00000065057:Low_complexity_(Seg):seg	0.98	1.7564360697151906e-19	1.0966594104431525e-18	True	26	50	28973	0.1099499985575676	0.8637499809265137
ENSG00000065057:PROSITE_patterns:PS01155	0.3733333333333333	0.0040138139313872	0.0064259145291524	True	30	50	28973	0.8213500082492828	0.8862499892711639
ENSG00000103197:Superfamily:SSF48371	0.1955719557195571	8.850681453184746e-10	2.679350332197984e-09	True	542	542	28973	0.8617999851703644	0.9555999934673308
ENSG00000103197:Prints:PR01431	0.1059907834101382	0.0874460770597612	0.1191234961917597	False	217	217	28973	0.948099970817566	0.9645000100135804
ENSG00000103197:PANTHER:PTHR10063	0.1864988558352402	2.8050542384472936e-27	2.667616253911013e-26	True	1748	1748	28973	0.7926999926567078	0.9549500048160552
ENSG00000103197:Gene3D:1.25.10.10	0.2707006369426751	7.903425911826966e-11	2.6268706007651543e-10	True	314	314	28973	0.8320499956607819	0.966949999332428
ENSG00000103197:Superfamily:SSF111347	0.1726384364820846	0.0001030057027109	0.0001942418653836	True	307	307	28973	0.9433000087738036	0.9562000036239624
ENSG00000103197:Low_complexity_(Seg):seg	0.4315068493150685	6.943935214202554e-13	2.743505128326357e-12	True	146	146	28973	0.4091999977827072	0.9736500084400176
ENSG00000103197:Gene3D:3.40.50.11210	0.1382978723404255	0.0273878170678369	0.0398610587249225	True	188	188	28973	0.9772500097751616	0.9709499776363372
ENSG00000185236:PROSITE_profiles:PS51421	0.027906976744186	0.846136441529814	0.9355154458627936	False	215	215	28973	0.9864000082015992	0.9442999958992004
ENSG00000185236:PROSITE_profiles:PS51420	0.0414201183431952	0.7488871791796244	0.8472828716576168	False	169	169	28973	0.9973999857902528	0.9746999740600586
ENSG00000185236:Gene3D:3.40.50.300	0.0373831775700934	0.7419770492879135	0.840788701894611	False	214	214	28973	0.9866499900817872	0.9566500186920166
ENSG00000185236:PROSITE_profiles:PS51419	0.0430622009569378	0.6792587692714093	0.7796970921314765	False	209	209	28973	0.987500011920929	0.9596999883651732
ENSG00000185236:PANTHER:PTHR47979	0.0108695652173913	0.9785527462946818	1.0	False	184	184	28973	0.9960500001907348	0.9567500054836272
ENSG00000185236:PANTHER:PTHR47978	0.0588235294117647	0.8395823254313821	0.9300477909327236	False	51	51	28973	0.9836999773979188	0.9370999932289124
ENSG00000185236:SMART:SM00173	0.059880239520958	0.5502578425698204	0.6487893818161758	False	167	167	28973	0.9975000023841858	0.9616000056266784
ENSG00000185236:Superfamily:SSF52540	0.0114942528735632	0.9773376623376624	1.0	False	174	174	28973	0.996999979019165	0.9608500003814696
ENSG00000185236:SMART:SM00174	0.0443037974683544	0.7339988530242917	0.8331791863068693	False	158	158	28973	0.9975500106811525	0.9871000051498412
ENSG00000185236:SMART:SM00175	0.024390243902439	0.9073076191538064	0.985803663529276	False	164	164	28973	0.9975000023841858	0.9229000210762024
ENSG00000185236:Pfam:PF00071	0.0	1.0	1.0	False	161	161	28973	0.9975000023841858	0.95660001039505
ENSG00000185236:CDD:cd01868	0.006060606060606	0.993975903614458	1.0	False	165	165	28973	0.9975000023841858	0.9611999988555908
ENSG00000185236:SMART:SM00176	0.0396039603960396	0.7289639478102123	0.828224002056418	False	202	202	28973	0.9866499900817872	0.969400018453598
ENSG00000185236:Prints:PR00449	0.0303030303030303	0.913506115317414	0.9906956035292384	False	99	99	28973	0.998199999332428	0.9724000096321106
ENSG00000135636:Pfam:PF08150	0.3108108108108108	0.0007333537015037	0.0012690507316799	True	74	74	28973	0.7709499895572662	0.9694499969482422
ENSG00000135636:Pfam:PF00168	0.2286135693215339	3.058059250361806e-16	1.5538584023729544e-15	True	678	678	28973	0.9148999750614166	0.9525499939918518
ENSG00000135636:Pfam:PF08151	0.2941176470588235	0.0118817595266377	0.0180431604907976	True	51	51	28973	0.7660999894142151	0.9395999908447266
ENSG00000135636:Pfam:PF22901	0.3370786516853932	3.5249288962448297e-05	6.951467887188975e-05	True	89	89	28973	0.6470000147819519	0.9520000219345092
ENSG00000135636:Pfam:PF08165	0.4615384615384615	6.372772903553351e-07	1.4845828617881452e-06	True	65	65	28973	0.4902999997138977	0.944599986076355
ENSG00000135636:PROSITE_profiles:PS50004	0.2366930917327293	2.1048721682213196e-22	1.5502294591072849e-21	True	883	883	28973	0.8998000025749207	0.963800013065338
ENSG00000135636:Superfamily:SSF49562	0.2272727272727272	1.2635365537396672e-21	8.922672726040973e-21	True	924	924	28973	0.9020000100135804	0.9543499946594238
ENSG00000135636:Pfam:PF16165	0.3473684210526316	8.793107179038702e-06	1.839530006689832e-05	True	95	95	28973	0.886900007724762	0.9520000219345092
ENSG00000135636:SMART:SM00239	0.2529960053262317	8.119731608796949e-22	5.798139105300318e-21	True	751	751	28973	0.9064000248908995	0.9599000215530396
ENSG00000135636:SMART:SM01202	0.3194444444444444	0.0005967431966531	0.0010429382021401	True	72	72	28973	0.8350000083446503	0.9619500041007996
ENSG00000135636:SMART:SM01201	0.3066666666666666	0.0008094808812713	0.0013950181561057	True	75	75	28973	0.76419997215271	0.962499976158142
ENSG00000135636:SMART:SM00693	0.2735042735042735	0.0001468798482498	0.0002729565046301	True	117	117	28973	0.8248000144958496	0.942799985408783
ENSG00000135636:SMART:SM01200	0.4242424242424242	5.210172441418619e-06	1.1144931381213389e-05	True	66	66	28973	0.4923000037670135	0.9506999850273132
ENSG00000135636:SMART:SM00694	0.2054794520547945	0.0458313469055553	0.064830913031905	False	73	73	28973	0.8725000023841858	0.9330000281333924
ENSG00000135636:CDD:cd08373	0.2543859649122807	0.0005958370450722	0.001041538459965	True	114	114	28973	0.8266000151634216	0.9512500166893004
ENSG00000135636:CDD:cd04011	0.3636363636363636	3.685843091737654e-07	8.772298214840883e-07	True	110	110	28973	0.8850000202655792	0.9862000048160552
ENSG00000135636:Gene3D:2.60.40.150	0.2658536585365854	3.4728613331274276e-26	3.125649521388344e-25	True	820	820	28973	0.8928000032901764	0.963699996471405
ENSG00000135636:CDD:cd04017	0.2170542635658914	0.0022381672283502	0.0036836661969333	True	129	129	28973	0.920199990272522	0.9674000144004822
ENSG00000135636:CDD:cd04018	0.2171428571428571	0.0002501562186373	0.0004540768868729	True	175	175	28973	0.901099979877472	0.9459999799728394
ENSG00000135636:CDD:cd04037	0.2903225806451613	2.5940131599433745e-05	5.180296969326475e-05	True	124	124	28973	0.9224499762058258	0.964499980211258
ENSG00000135636:CDD:cd08374	0.2954545454545454	8.710652782573616e-06	1.823405880142745e-05	True	132	132	28973	0.9108499884605408	0.9775499999523164
ENSG00000135636:Low_complexity_(Seg):seg	0.3684210526315789	2.7806484160665557e-05	5.537956319654821e-05	True	76	76	28973	0.5336999893188477	0.9666999876499176
ENSG00000135636:PANTHER:PTHR12546	0.246241575946086	4.9002438158575386e-52	1.2535740534757933e-50	True	1929	1929	28973	0.8187999725341797	0.9544000029563904
ENSG00000135636:Transmembrane_helices:TMhelix	0.4765217391304348	0.0004175489755898	0.0007407002069012	True	23	50	28973	0.858299970626831	0.9636499881744384
ENSG00000182871:Cleavage_site_(Signalp):SignalP-noTM	0.82	2.5876700502407742e-11	8.977039427144291e-11	True	22	50	28973	0.181099995970726	0.9307999908924104
ENSG00000182871:Low_complexity_(Seg):seg	0.4805598755832037	6.6466355455020255e-68	3.1206167216605835e-66	True	643	643	28973	0.2451999932527542	0.9495999813079834
ENSG00000182871:Pfam:PF06121	0.7388888888888889	2.3718802167097437e-48	5.320064075940842e-47	True	180	180	28973	0.1131499968469142	0.96110001206398
ENSG00000182871:Pfam:PF01391	0.4390243902439024	5.44537376761284e-22	3.925424714214668e-21	True	246	246	28973	0.3575000017881393	0.960999995470047
ENSG00000182871:Pfam:PF06482	0.2235294117647059	0.0001953478215801	0.0003582235609757	True	170	170	28973	0.8646000027656555	0.9484000205993652
ENSG00000182871:Gene3D:2.60.120.200	0.4832535885167464	8.849219203769525e-23	6.64513080133792e-22	True	209	209	28973	0.3853999972343445	0.974399983882904
ENSG00000182871:PANTHER:PTHR24023	0.5042016806722689	8.59536079888078e-166	3.5439641658581407e-163	True	1428	1428	28973	0.2373500019311905	0.960649996995926
ENSG00000182871:Gene3D:1.10.2000.10	0.6239316239316239	6.124604987329074e-22	4.399604683506101e-21	True	117	117	28973	0.2702000141143799	0.9745000004768372
ENSG00000182871:Gene3D:3.40.1620.70	0.375	0.0001063862382027	0.0002003247458995	True	64	64	28973	0.5295999944210052	0.9027500152587892
ENSG00000182871:Gene3D:3.10.100.10	0.1933701657458563	0.0011229919600754	0.001906845358377	True	181	181	28973	0.8170999884605408	0.9569000005722046
ENSG00000182871:CDD:cd00247	0.2105263157894736	0.0004938259643185	0.0008701340636367	True	171	171	28973	0.8639000058174133	0.9574000239372252
ENSG00000182871:Pfam:PF20010	0.42	7.13645004043657e-05	0.0001367017803635	True	49	50	28973	0.590499997138977	0.8986999988555908
ENSG00000182871:CDD:cd07455	0.5528455284552846	6.2846979091443184e-18	3.5664240195991916e-17	True	123	123	28973	0.259799987077713	0.9521999955177308
ENSG00000182871:Superfamily:SSF63501	0.5391304347826087	5.713857626856399e-16	2.8454774172962218e-15	True	115	115	28973	0.2702000141143799	0.9545000195503236
ENSG00000182871:Superfamily:SSF56436	0.2151162790697674	0.0003360633816801	0.0006023824214851	True	172	172	28973	0.8632500171661377	0.9695999920368196
ENSG00000182871:Superfamily:SSF49899	0.5076142131979695	9.093771434687096e-24	7.212548383108756e-23	True	197	197	28973	0.4277999997138977	0.9696000218391418
ENSG00000182871:SMART:SM00210	0.4285714285714285	2.9414531627903714e-16	1.495873742870355e-15	True	189	189	28973	0.444599986076355	0.9480000138282776
ENSG00000145214:Low_complexity_(Seg):seg	0.55	2.528102626284703e-17	1.3814234005765334e-16	True	120	120	28973	0.22325000166893	0.944350004196167
ENSG00000145214:Superfamily:SSF111331	0.2707692307692307	3.451213602909182e-11	1.185767697845132e-10	True	325	325	28973	0.9150999784469604	0.9717000126838684
ENSG00000145214:PANTHER:PTHR11255	0.32	6.494240841395275e-37	9.416313368919474e-36	True	800	800	28973	0.6247999966144562	0.9670500159263612
ENSG00000145214:Superfamily:SSF54236	0.5180722891566265	8.042996897572203e-11	2.6714126265603553e-10	True	83	83	28973	0.5187000036239624	0.949899971485138
ENSG00000145214:Gene3D:3.40.50.10330	0.1935483870967742	0.0095085030788314	0.0146093536591247	True	124	124	28973	0.9494500160217284	0.8448000252246857
ENSG00000145214:Superfamily:SSF57889	0.2325581395348837	8.607435759432361e-05	0.0001636030355074	True	172	172	28973	0.8476999998092651	0.959799975156784
ENSG00000145214:Gene3D:2.60.200.40	0.2392638036809816	8.330432689475442e-05	0.000158447195776	True	163	163	28973	0.9315999746322632	0.9629999995231628
ENSG00000145214:Gene3D:3.10.20.90	0.4716981132075472	2.4736071337743415e-11	8.605294335034351e-11	True	106	106	28973	0.4672999978065491	0.9401000142097472
ENSG00000145214:Gene3D:3.30.60.20	0.2277777777777777	8.315705123206703e-05	0.0001581867473614	True	180	180	28973	0.8171000182628632	0.9148000180721284
ENSG00000145214:Pfam:PF00788	0.5133333333333333	1.1302736285564471e-18	6.715335898023989e-18	True	150	150	28973	0.4845000058412552	0.9724000096321106
ENSG00000145214:Pfam:PF00130	0.196078431372549	0.0196917701804525	0.0291259311645266	True	102	102	28973	0.9050999879837036	0.9366499781608582
ENSG00000145214:SMART:SM00109	0.2229729729729729	0.0006143869547306	0.0010720703761762	True	148	148	28973	0.8927499949932098	0.9451999962329865
ENSG00000145214:SMART:SM00314	0.54	5.122848574448693e-14	2.212360936871313e-13	True	100	100	28973	0.5060500055551529	0.9715499877929688
ENSG00000145214:PROSITE_profiles:PS50200	0.54	5.122848574448693e-14	2.212360936871313e-13	True	100	100	28973	0.5060500055551529	0.961650013923645
ENSG00000145214:PROSITE_profiles:PS50081	0.2550335570469799	5.739143720338407e-05	0.0001109694000214	True	149	149	28973	0.892300009727478	0.9666000008583068
ENSG00000145214:CDD:cd17111	0.5714285714285714	2.047069591971619e-15	9.8045209113755e-15	True	98	98	28973	0.2402499988675117	0.96424999833107
ENSG00000145214:CDD:cd01783	0.53125	4.75965277289241e-13	1.905390196597686e-12	True	96	96	28973	0.5683999955654144	0.9589000046253204
ENSG00000145214:CDD:cd20854	0.4098360655737705	2.858728231124286e-05	5.685786701636567e-05	True	61	61	28973	0.7473000288009644	0.9799000024795532
ENSG00000145214:CDD:cd20803	0.2592592592592592	0.0263349846875033	0.0384031599535873	True	54	54	28973	0.941750019788742	0.9594999849796296
ENSG00000145214:CDD:cd20804	0.3571428571428571	0.0007207373204026	0.0012480528914953	True	56	56	28973	0.766400009393692	0.969650000333786
ENSG00000145214:Prints:PR00008	0.24	0.0561995581699676	0.0786252580132272	False	50	50	28973	0.9376000165939332	0.945600003004074
ENSG00000145214:PROSITE_patterns:PS00479	0.1986301369863013	0.0030927875036603	0.0050139060802398	True	146	146	28973	0.896049976348877	0.9199000000953674
ENSG00000127415:PANTHER:PTHR12631	0.3826771653543307	3.987234335877994e-42	7.037504162043896e-41	True	635	635	28973	0.6140999794006348	0.9581000208854676
ENSG00000127415:Low_complexity_(Seg):seg	0.6413043478260869	2.0652563881640482e-18	1.2079258236079573e-17	True	92	92	28973	0.2171000018715858	0.9447500109672546
ENSG00000127415:Cleavage_site_(Signalp):SignalP-noTM	0.76	2.2094230239172795e-08	5.897743087153865e-08	True	18	50	28973	0.2238000035285949	0.9561499953269958
ENSG00000127415:Pfam:PF01229	0.375	9.71939508934916e-32	1.132367754079634e-30	True	496	496	28973	0.6929500102996826	0.9558999836444856
ENSG00000127415:Gene3D:3.20.20.80	0.3685714285714285	7.725014016568179e-22	5.520731691699516e-21	True	350	350	28973	0.8082000017166138	0.9677000045776368
ENSG00000127415:Superfamily:SSF51011	0.5269461077844312	7.5419102992577055e-22	5.3923953428766946e-21	True	167	167	28973	0.4440000057220459	0.971400022506714
ENSG00000127415:Pfam:PF21200	0.4157303370786517	1.4242681613255526e-07	3.521534795812109e-07	True	89	89	28973	0.5282999873161316	0.9279000163078308
ENSG00000127415:Superfamily:SSF51445	0.3257790368271954	2.8373044541045865e-17	1.5454099633570854e-16	True	353	353	28973	0.8073999881744385	0.954800009727478
ENSG00000127415:Gene3D:2.60.40.10	0.5925925925925926	3.0923669572633597e-18	1.790545715250453e-17	True	108	108	28973	0.4003499895334244	0.9865500032901764
ENSG00000127415:Gene3D:2.60.40.1500	0.506578947368421	2.0547611832182e-18	1.202330830722861e-17	True	152	152	28973	0.41805000603199	0.959850013256073
ENSG00000127415:Prints:PR00745	0.3636363636363636	3.685843091737654e-07	8.772298214840883e-07	True	110	110	28973	0.8312999904155731	0.9621500074863434
ENSG00000127415:PROSITE_patterns:PS01027	0.2	0.4766268517296363	0.5707464221645094	False	10	50	28973	0.9859499931335448	0.9323500096797944
ENSG00000145217:PANTHER:PTHR11814	0.4500768049155146	4.654641031978904e-60	1.6012631458539622e-58	True	651	651	28973	0.5795000195503235	0.9545000195503236
ENSG00000145217:Gene3D:3.30.750.24	0.5268817204301075	2.967525238545416e-24	2.4209796227149642e-23	True	186	186	28973	0.2762999981641769	0.9571000039577484
ENSG00000145217:PROSITE_profiles:PS50801	0.457516339869281	4.083066135877149e-15	1.9162104465773796e-14	True	153	153	28973	0.2860000133514404	0.9240999817848206
ENSG00000145217:NCBIFAM:TIGR00815	0.4594594594594595	1.4506341129552084e-60	5.091383734272147e-59	True	629	629	28973	0.597100019454956	0.9563999772071838
ENSG00000145217:Superfamily:SSF52091	0.474025974025974	2.548912740926342e-16	1.3016779940404117e-15	True	154	154	28973	0.2815500050783157	0.9402499794960022
ENSG00000145217:CDD:cd07042	0.5633802816901409	2.0602680482066588e-21	1.4377518952686835e-20	True	142	142	28973	0.2895000129938125	0.9596000015735626
ENSG00000145217:Low_complexity_(Seg):seg	0.4761904761904761	2.7434860247223303e-09	7.946784378002352e-09	True	84	84	28973	0.4572500139474869	0.9339500069618224
ENSG00000145217:Pfam:PF00916	0.4558823529411764	6.75660210859627e-39	1.059584111600998e-37	True	408	408	28973	0.690500020980835	0.9655500054359436
ENSG00000145217:Transmembrane_helices:TMhelix	0.3823529411764705	5.577385539072862e-14	2.4026748464518666e-13	True	204	204	28973	0.7965500056743622	0.9209000170230864
ENSG00000145217:Pfam:PF01740	0.5771812080536913	1.373552056381042e-23	1.0796834147029953e-22	True	149	149	28973	0.2754999995231628	0.979099988937378
ENSG00000145217:PROSITE_patterns:PS01130	0.4545454545454545	0.0010660135532539	0.001814968857538	True	22	50	28973	0.8373499810695648	0.9547500014305116
ENSG00000122512:PANTHER:PTHR10073	0.3005917159763314	2.206625153516025e-34	2.875552739948303e-33	True	845	845	28973	0.5641000270843506	0.9692999720573424
ENSG00000122512:Gene3D:3.30.1540.20	0.1290322580645161	0.0451824940240539	0.0639814025068893	False	186	186	28973	0.961349993944168	0.9451500177383424
ENSG00000122512:Gene3D:3.30.230.10	0.3496503496503496	1.8744647133488412e-08	5.0414580631154514e-08	True	143	143	28973	0.7730000019073486	0.9739999771118164
ENSG00000122512:Gene3D:3.30.565.10	0.1818181818181818	0.0004702622538827	0.0008305311979393	True	231	231	28973	0.9021000266075134	0.9289000034332277
ENSG00000122512:Superfamily:SSF118116	0.1235955056179775	0.0659812810143459	0.0914515743964894	False	178	178	28973	0.9643999934196472	0.9605999886989594
ENSG00000122512:Superfamily:SSF54211	0.2802547770700637	3.889934657995179e-06	8.418691581931106e-06	True	157	157	28973	0.7728999853134155	0.9408000111579896
ENSG00000122512:Superfamily:SSF55874	0.2216748768472906	4.390136626552398e-05	8.588563115381317e-05	True	203	203	28973	0.9153000116348268	0.9492999911308287
ENSG00000122512:Gene3D:3.30.1370.100	0.24	0.0030670167531708	0.0049742367581796	True	100	100	28973	0.9194000065326692	0.9554499983787536
ENSG00000122512:Pfam:PF13589	0.2019230769230769	0.0142794337074956	0.0214694347512293	True	104	104	28973	0.969650000333786	0.9451999962329865
ENSG00000122512:Coiled-coils_(Ncoils):Coil	0.7647619047619048	2.2324630912487126e-09	6.5246379992552365e-09	True	21	50	28973	0.1440999954938888	0.9528999924659728
ENSG00000122512:NCBIFAM:TIGR00585	0.2655889145496535	3.8977987178892074e-14	1.6992313509885873e-13	True	433	433	28973	0.7160999774932861	0.9628000259399414
ENSG00000122512:CDD:cd03484	0.261744966442953	3.3885369838168254e-05	6.693398037042117e-05	True	149	149	28973	0.7979999780654907	0.945900022983551
ENSG00000122512:CDD:cd16926	0.1989247311827957	0.0006177718868485	0.0010777533043092	True	186	186	28973	0.949099987745285	0.962449997663498
ENSG00000122512:Low_complexity_(Seg):seg	0.44	0.0122846531440067	0.0186216948335158	True	13	50	28973	0.7979999780654907	0.948500007390976
ENSG00000122512:PROSITE_patterns:PS00058	0.2171428571428571	0.4904349792777855	0.58525653707967	False	7	50	28973	0.995199978351593	0.9863999783992768
ENSG00000186472:Gene3D:2.60.40.150	0.1533101045296167	0.0011587159728905	0.0019643324879076	True	287	287	28973	0.9502999782562256	0.974399983882904
ENSG00000186472:PANTHER:PTHR14113	0.4000856714499893	0.0	0.0	True	4669	4669	28973	0.3887999951839447	0.9598000049591064
ENSG00000186472:Gene3D:2.30.42.10	0.3620689655172414	1.8780447960789945e-07	4.58900907445416e-07	True	116	116	28973	0.7712499797344208	0.9785999953746796
ENSG00000186472:Gene3D:3.30.40.10	0.4380165289256198	1.5203864284718953e-21	1.0692026510464764e-20	True	242	242	28973	0.2899999916553497	0.9220499992370604
ENSG00000186472:Superfamily:SSF49562	0.1486988847583643	0.0025827374391371	0.0042217369864544	True	269	269	28973	0.9631999731063844	0.9610999822616576
ENSG00000186472:Superfamily:SSF50156	0.3711340206185567	1.2257165792376248e-06	2.779527925658048e-06	True	97	97	28973	0.8597000241279602	0.9787999987602234
ENSG00000186472:Pfam:PF00168	0.1266375545851528	0.0253672343044563	0.0370542461372688	True	229	229	28973	0.9689000248908995	0.9333000183105468
ENSG00000186472:Superfamily:SSF57903	0.3945945945945946	1.5132738964982194e-13	6.296966747238726e-13	True	185	185	28973	0.4092999994754791	0.9758999943733216
ENSG00000186472:PROSITE_profiles:PS50004	0.15234375	0.0025983500171595	0.0042465557989005	True	256	256	28973	0.9652500152587892	0.9630999863147736
ENSG00000186472:SMART:SM00239	0.1486486486486486	0.007354248009125	0.0114359606847694	True	222	222	28973	0.9697499871253968	0.9560000002384186
ENSG00000186472:Low_complexity_(Seg):seg	0.4270428015564202	8.926121778599281e-85	7.84524025058154e-83	True	1028	1028	28973	0.3505000025033951	0.9489499926567078
ENSG00000186472:Coiled-coils_(Ncoils):Coil	0.1345029239766081	0.0453269877095045	0.0641795321313041	False	171	171	28973	0.949899971485138	0.9550999999046326
ENSG00000186472:CDD:cd00992	0.2934782608695652	0.0003365016237499	0.00060295594146	True	92	92	28973	0.8093500137329102	0.965800017118454
ENSG00000186472:CDD:cd15776	0.21875	0.0467464115237679	0.0660536705453315	False	64	64	28973	0.7832499742507935	0.9433999955654144
ENSG00000186472:CDD:cd04031	0.112781954887218	0.1847134520243679	0.2392608899592307	False	133	133	28973	0.9506000280380248	0.9739999771118164
ENSG00000186472:CDD:cd15774	0.2258064516129032	0.0423115215705401	0.0601371344229079	False	62	62	28973	0.7403499782085419	0.9365000128746032
ENSG00000186472:Prints:PR00360	0.0966666666666666	0.6273393145346837	0.7277829986963856	False	36	50	28973	0.9892999827861786	0.9857999980449677
ENSG00000186472:Prints:PR00399	0.02	0.9702908682071988	1.0	False	41	50	28973	0.973699986934662	0.949449986219406
ENSG00000160949:PANTHER:PTHR46358	0.4039301310043668	6.931500427676148e-101	9.815132966708456e-99	True	1374	1374	28973	0.4106999933719635	0.9495999813079834
ENSG00000160949:Gene3D:3.80.10.10	0.509090909090909	1.3262344218275276e-39	2.1372079044265942e-38	True	330	330	28973	0.358499988913536	0.9510000050067902
ENSG00000160949:Gene3D:1.25.40.20	0.2215189873417721	0.0004127170102978	0.0007325999116106	True	158	158	28973	0.8037999868392944	0.9490500092506408
ENSG00000160949:Gene3D:1.25.40.10	0.448512585812357	2.984348666234403e-40	4.922404997352192e-39	True	437	437	28973	0.6984999775886536	0.9768999814987184
ENSG00000160949:Superfamily:SSF52047	0.5160256410256411	1.530309983082244e-38	2.369381834183565e-37	True	312	312	28973	0.378150001168251	0.9590000212192537
ENSG00000160949:Superfamily:SSF48403	0.275	0.0001058185279374	0.0001993159882346	True	120	120	28973	0.905349999666214	0.9630500078201294
ENSG00000160949:Superfamily:SSF48452	0.4192771084337349	2.2795499252295242e-33	2.84306588872988e-32	True	415	415	28973	0.6984999775886536	0.9718000292778016
ENSG00000160949:SMART:SM00028	0.4327731092436975	1.0747126764330942e-20	7.199402300398392e-20	True	238	238	28973	0.7881999909877777	0.975950002670288
ENSG00000160949:SMART:SM00248	0.217391304347826	0.0127960371476895	0.0193558888697681	True	92	92	28973	0.9355500042438508	0.9354000091552734
ENSG00000160949:SMART:SM00368	0.4525547445255474	2.5686549222394933e-13	1.049771237995953e-12	True	137	137	28973	0.4848999977111816	0.9359999895095824
ENSG00000160949:Pfam:PF12796	0.231578947368421	0.0060130727855271	0.0094444385195672	True	95	95	28973	0.9272000193595886	0.9642000198364258
ENSG00000160949:Pfam:PF13516	0.4133333333333333	0.0002507293455947	0.0004549846574973	True	42	50	28973	0.5803000032901764	0.928050011396408
ENSG00000160949:Low_complexity_(Seg):seg	0.5797872340425532	7.094418198101482e-30	7.58175663896338e-29	True	188	188	28973	0.1487999930977821	0.9619000256061554
ENSG00000160949:PROSITE_profiles:PS50088	0.2323232323232323	0.0046778139519362	0.0074350276971302	True	99	99	28973	0.9272000193595886	0.9745000004768372
ENSG00000160949:Pfam:PF13181	0.46	0.0002320672180829	0.0004226880285361	True	29	50	28973	0.896399974822998	0.9623000025749208
ENSG00000160949:PROSITE_profiles:PS50297	0.3387096774193548	0.0007503417931019	0.0012974205456011	True	62	62	28973	0.931199997663498	0.986050009727478
ENSG00000160949:Prints:PR01415	0.1232258064516129	0.505725704723605	0.6015534398141701	False	31	50	28973	0.9351000189781188	0.8745000064373016
ENSG00000160949:Coiled-coils_(Ncoils):Coil	0.62	4.437321271305071e-09	1.2622545888745673e-08	True	42	50	28973	0.1628999933600425	0.9541999995708466
ENSG00000181090:PANTHER:PTHR46307	0.2263116679718089	2.2867108477688005e-29	2.39242091513285e-28	True	1277	1277	28973	0.6972000002861023	0.9591000080108644
ENSG00000181090:Low_complexity_(Seg):seg	0.5784313725490197	2.0156801219873092e-16	1.0355915986961214e-15	True	102	102	28973	0.291700005531311	0.9670500159263612
ENSG00000181090:Pfam:PF12796	0.0	1.0	1.0	False	169	169	28973	0.9907000064849854	0.930999994277954
ENSG00000181090:Pfam:PF13637	0.02	0.9803921568627452	1.0	False	50	50	28973	0.9943000078201294	0.9280000030994416
ENSG00000181090:Pfam:PF00023	0.0345454545454545	0.9394586202966686	1.0	False	22	50	28973	0.9962500035762788	0.953249990940094
ENSG00000181090:Gene3D:1.25.40.20	0.0416666666666666	0.6328016006256137	0.7332248518217878	False	264	264	28973	0.9912999868392944	0.9439499974250792
ENSG00000181090:Gene3D:2.170.270.10	0.1058394160583941	0.0464455953050217	0.0656468074760893	False	274	274	28973	0.9610000252723694	0.9510999917984008
ENSG00000181090:Superfamily:SSF48403	0.0204081632653061	0.903174143488462	0.98263267326387	False	245	245	28973	0.9926999807357788	0.961899995803833
ENSG00000181090:Superfamily:SSF82199	0.12890625	0.0141590807319908	0.0212974278916808	True	256	256	28973	0.9697499871253968	0.9623000025749208
ENSG00000181090:PROSITE_profiles:PS50088	0.0382165605095541	0.7956260600399506	0.8907519246768932	False	157	157	28973	0.995199978351593	0.9524000287055968
ENSG00000181090:PROSITE_profiles:PS50297	0.0394736842105263	0.7896814299286861	0.8852276943937558	False	152	152	28973	0.995600014925003	0.9685500264167786
ENSG00000181090:SMART:SM00248	0.0414746543778801	0.6889962254909577	0.7894468800880368	False	217	217	28973	0.9876999855041504	0.9297000169754028
ENSG00000181090:Prints:PR01415	0.02	0.9712655814973264	1.0	False	31	50	28973	0.9954000115394592	0.9548999965190887
