gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
SCP2D1	ENST00000377428	Q9UJQ7	0.251688378397044	9	3.1723	1.73384058475494	4	1.838	9	TRUE
C19orf73	ENST00000408991	Q9NVV2	0.251588760704231	9	0.82078	0.479266852140427	8	1.907	9	TRUE
TMEM61	ENST00000371268	Q8N0U2	0.25140920787926	9	5.3823	0.144183114171028	8	1.845	9	TRUE
TMEM210	ENST00000413619	A6NLX4	0.25137317148874	9	3.3324	-0.254462778568268	9	0.891	4	TRUE
CD300C	ENST00000330793	Q08708	0.25134387849285	9	9.0312	-0.467986851930618	9	1.571	8	TRUE
ZNF716	ENST00000420713	A6NP11	0.251310781001018	9	6.3233	-0.256751269102097	9	1.883	9	TRUE
OR5A1	ENST00000302030	Q8NGJ0	0.251257759205387	9	8.6427	0.387848705053329	8	1.627	8	TRUE
IL9	ENST00000274520	P15248	0.251243558729559	9	5.6877	0.509667754173279	8	1.917	9	TRUE
DKKL1	ENST00000221498	Q9UK85	0.251225914302808	9	8.224	0.73243236541748	7	1.428	7	TRUE
OR5W2	ENST00000344514	Q8NH69	0.251023809500978	9	5.525	-0.197630226612091	9	1.734	8	TRUE
C19orf84	ENST00000574814	I3L1E1	0.251008238858164	9	0.58267	-0.255029946565628	9	1.82	9	TRUE
C8orf44	ENST00000519561	Q96CB5	0.250940361297083	9	2.8647	0.137651205062866	9	1.508	7	TRUE
PRM2	ENST00000241808	P04554	0.250899119622598	9	5.4991	0.204329416155815	8	1.385	7	TRUE
MS4A18	ENST00000529108	Q3C1V0	0.25075453261684	9	7.5202	0.00937404483556747	9	1.775	8	TRUE
NPFF	ENST00000267017	O15130	0.250664296076904	9	4.7217	0.790746629238129	7	1.896	9	TRUE
DEFB118	ENST00000253381	Q96PH6	0.250626660958277	9	1.1121	-0.0554093644022942	9	1.882	9	TRUE
PRAMEF7	ENST00000330881	Q5VXH5	0.250582962012658	9	0.45605	-0.142614722251892	9	1.842	9	TRUE
LIME1	ENST00000309546	Q9H400	0.250407735805857	9	6.8443	-0.249744176864624	9	1.654	8	TRUE
ZNF681	ENST00000402377	Q96N22	0.250380499057664	9	5.3604	-0.368487417697906	9	1.617	8	TRUE
CD83	ENST00000379153	Q01151	0.250354515986308	9	9.8248	0.502094984054565	8	1.07	5	TRUE
C12orf43	ENST00000288757	Q96C57	0.250346399435117	9	9.2738	0.214496999979019	8	1.41	7	TRUE
APOL1	ENST00000397279	O14791	0.250161658164081	9	9.2016	-0.577954590320587	9	1.42	7	TRUE
SUSD3	ENST00000375472	Q96L08	0.250125819307086	9	9.0189	0.919209778308868	6	1.309	6	TRUE
TCEAL5	ENST00000372680	Q5H9L2	0.250113887497142	9	4.3116	0.547019124031067	7	0.694	3	TRUE
LCE1E	ENST00000368770	Q5T753	0.250061582080262	9	2.3507	0.0564441680908203	9	1.659	8	TRUE
ZNRF4	ENST00000222033	Q8WWF5	0.250026846216292	9	1.8352	0.288854151964188	8	1.417	7	TRUE
LGALS13	ENST00000221797	Q9UHV8	0.249969800162862	9	6.6661	-0.0219049993902445	9	1.538	7	TRUE
PLET1	ENST00000338832	Q6UQ28	0.249959470608919	9	8.3109	0.14778259396553	8	1.674	8	TRUE
CLECL1	ENST00000327839	Q8IZS7	0.249951345736437	9	3.5127	0.17938357591629	8	1.306	6	TRUE
SAA4	ENST00000278222	P35542	0.249786597588918	9	4.1183	0.487585753202438	8	1.688	8	TRUE
LYPD2	ENST00000359228	Q6UXB3	0.249775724381866	9	3.4342	-0.213964506983757	9	1.33	7	TRUE
FAM26D	ENST00000368596	Q5JW98	0.249582124937718	9	9.4322	1.43626022338867	5	1.388	7	TRUE
TSPO2	ENST00000470917	Q5TGU0	0.249575352834277	9	6.2778	1.13864231109619	6	1.608	8	TRUE
CD52	ENST00000374213	P31358	0.249487669208053	9	1.0844	0.222952902317047	8	1.698	8	TRUE
CDRT15	ENST00000420162	Q96T59	0.249332863583268	9	6.2239	-0.190708860754967	9	1.889	9	TRUE
TMEM92	ENST00000507382	Q6UXU6	0.24925101618191	9	6.3878	-0.06139250472188	9	1.413	7	TRUE
DAND5	ENST00000317060	Q8N907	0.249180090925886	9	4.3692	0.0558913201093674	9	1.787	9	TRUE
SMIM21	ENST00000579022	Q3B7S5	0.24917524271676	9	4.0504	0.692955851554871	7	1.93	9	TRUE
OR5H1	ENST00000354565	A6NKK0	0.249128582280334	9	5.0421	0.3094522356987	8	1.874	9	TRUE
EVI2A	ENST00000462804	P22794	0.248699910542674	9	6.156	0.990671515464783	6	1.251	6	TRUE
IFNL2	ENST00000331982	Q8IZJ0	0.248669238888001	9	7.908	0.230354160070419	8	1.868	9	TRUE
OR8G1	ENST00000341493	Q15617	0.248650170224285	9	5.3076	-0.446533143520355	9	1.627	8	TRUE
VCX2	ENST00000317103	Q9H322	0.248637898818232	9	0.17619	-0.584231913089752	9	1.943	9	TRUE
OR5K4	ENST00000354924	A6NMS3	0.248537432679332	9	4.8079	0.254597276449203	8	1.926	9	TRUE
AADACL3	ENST00000359318	Q5VUY0	0.248324513754359	9	4.0491	0.254185706377029	8	1.701	8	TRUE
TEX29	ENST00000283547	Q8N6K0	0.248318761067702	9	8.4742	-0.0400652252137661	9	1.651	8	TRUE
OR2W1	ENST00000377175	Q9Y3N9	0.248161654659231	9	6.8366	-0.319550573825836	9	1.132	6	TRUE
ANKRD20A2	ENST00000377601	Q5SQ80	0.247911940080591	9	1.8399	0.676875233650208	7	1.956	9	TRUE
OBP2A	ENST00000539850	Q9NY56	0.247838681512229	9	9.2248	-0.62830525636673	9	1.656	8	TRUE
TIGIT	ENST00000383671	Q495A1	0.247676299186554	9	8.7098	0.160237520933151	8	1.05	5	TRUE
C1orf54	ENST00000369099	Q8WWF1	0.247559244304757	9	7.3133	1.06727504730225	6	1.577	8	TRUE
MRPL50	ENST00000374865	Q8N5N7	0.247523788852449	9	7.7007	0.303340554237366	8	1.647	8	TRUE
KRTAP5-10	ENST00000398531	Q6L8G5	0.247523401340214	9	1.186	-0.280541360378265	9	1.975	9	TRUE
BBC3	ENST00000449228	Q96PG8	0.247427238477953	9	5.5003	1.20214664936066	5	1.589	8	TRUE
OR1A2	ENST00000381951	Q9Y585	0.247335071376049	9	5.7132	0.196733340620995	8	1.34	7	TRUE
PSORS1C1	ENST00000259881	Q9UIG5	0.247266494865221	9	4.4341	-0.230199158191681	9	1.865	9	TRUE
TAC3	ENST00000415231	Q9UHF0	0.247231873759745	9	7.1214	1.09222781658173	6	1.087	5	TRUE
SCGB1A1	ENST00000278282	P11684	0.24717658277266	9	2.9869	-0.110896170139313	9	1.915	9	TRUE
MAGEA11	ENST00000355220	P43364	0.247074169559776	9	3.7716	-0.246936917304993	9	0.791	4	TRUE
OR3A1	ENST00000323404	P47881	0.246906538470924	9	5.3597	0.173403054475784	8	1.416	7	TRUE
AREG	ENST00000395748	P15514	0.246643152954573	9	5.7582	1.23399674892426	5	0.823	4	TRUE
GGT2	ENST00000401924	P36268	0.246616923255828	9	9.646	2.04323506355286	3	1.358	7	TRUE
NDUFB1	ENST00000555441	O75438	0.246569203367973	9	2.0985	1.18487989902496	6	1.924	9	TRUE
OR5AC2	ENST00000358642	Q9NZP5	0.246517389715128	9	4.2587	-0.60714191198349	9	1.66	8	TRUE
SPAG11B	ENST00000297498	Q08648	0.24644331078317	9	4.4612	0.0324150994420052	9	1.862	9	TRUE
GAST	ENST00000329402	P01350	0.246417003717686	9	4.8492	0.750015079975128	7	1.711	8	TRUE
C11orf21	ENST00000381153	Q9P2W6	0.246362983956608	9	6.4448	-0.343224972486496	9	0.736	3	TRUE
OR10Q1	ENST00000316770	Q8NGQ4	0.246302005251921	9	5.6661	0.493790775537491	8	1.817	9	TRUE
LEMD1	ENST00000367151	Q68G75	0.245809802791497	9	5.9453	0.236269265413284	8	1.859	9	TRUE
OR6C1	ENST00000379668	Q96RD1	0.245751433233804	9	6.1044	-0.0386626049876213	9	0.777	3	TRUE
OR2A2	ENST00000408979	Q6IF42	0.245604038224608	9	2.8447	-0.838013291358948	9	1.514	7	TRUE
C1orf105	ENST00000367727	O95561	0.245435783121321	9	8.9524	0.378577947616577	8	1.583	8	TRUE
C12orf39	ENST00000256969	Q9BT56	0.245389641556744	9	9.3604	0.374337732791901	8	1.398	7	TRUE
SEMG1	ENST00000372781	P04279	0.245344853514727	9	4.5935	-0.393306404352188	9	1.028	5	TRUE
C4orf26	ENST00000311623	Q17RF5	0.245202584122013	9	1.3134	0.132194772362709	9	1.86	9	TRUE
BATF2	ENST00000301887	Q8N1L9	0.245117319314128	9	2.7307	0.0783814191818237	9	1.068	5	TRUE
TMEM89	ENST00000330862	A2RUT3	0.245056424552995	9	4.8635	0.66169273853302	7	0.615	2	TRUE
APOL6	ENST00000409652	Q9BWW8	0.244681259084796	9	1.0958	0.0037621445953846	9	1.884	9	TRUE
CCL24	ENST00000416943	O00175	0.244604932274497	9	3.1549	0.234959006309509	8	1.84	9	TRUE
TP53AIP1	ENST00000531399	Q9HCN2	0.24434860435867	9	3.4676	-0.151267990469933	9	1.948	9	TRUE
OR10A5	ENST00000299454	Q9H207	0.243779233294778	9	5.2314	0.633944928646088	7	1.444	7	TRUE
KLRF2	ENST00000535540	D3W0D1	0.243652884478101	9	8.7052	0.199614226818085	8	1.926	9	TRUE
HMGN4	ENST00000377575	O00479	0.243559880293746	9	0.35953	0.608827531337738	7	1.857	9	TRUE
FGFBP2	ENST00000259989	Q9BYJ0	0.243531581734844	9	2.2253	0.667574644088745	7	1.917	9	TRUE
OR2B11	ENST00000318749	Q5JQS5	0.243483338132048	9	7.2641	0.205861493945122	8	1.585	8	TRUE
CXCL17	ENST00000601181	Q6UXB2	0.243468949481974	9	5.8549	0.425227761268616	8	1.518	7	TRUE
KRTAP5-3	ENST00000399685	Q6L8H2	0.243309792554373	9	2.2723	0.0851245895028114	9	1.679	8	TRUE
CXorf21	ENST00000378962	Q9HAI6	0.243308669106147	9	6.0886	1.36157095432281	5	0.492	2	TRUE
PHGR1	ENST00000448599	C9JFL3	0.243198955097485	9	1.9341	0.0666651353240013	9	1.759	8	TRUE
GPR150	ENST00000380007	Q8NGU9	0.243047586510772	9	9.2832	0.496634691953659	8	1.535	7	TRUE
OR5AS1	ENST00000313555	Q8N127	0.243045491797015	9	4.0674	-0.146061539649963	9	1.825	9	TRUE
TSSC4	ENST00000451491	Q9Y5U2	0.242972213011747	9	3.0607	0.53489875793457	8	1.72	8	TRUE
LNP1	ENST00000383693	A1A4G5	0.242903048614131	9	7.74	0.435060620307922	8	1.749	8	TRUE
DACT2	ENST00000366795	Q5SW24	0.242899297920665	9	7.2186	0.875104427337646	7	1.263	6	TRUE
KRTAP21-1	ENST00000335093	Q3LI58	0.242766503477634	9	0.65363	0.243777766823769	8	1.806	9	TRUE
LY6G6E	ENST00000383418	A0A0B4J1T7	0.242724543447416	9	2.4029	0.796939969062805	7	1.906	9	TRUE
OR5P2	ENST00000329434	Q8WZ92	0.242692044412148	9	5.3616	0.522419989109039	8	1.616	8	TRUE
C1orf185	ENST00000371759	Q5T7R7	0.242616459799208	9	7.8619	1.00973081588745	6	1.815	9	TRUE
C7orf61	ENST00000332375	Q8IZ16	0.242490296312289	9	8.8122	0.449825912714005	8	1.038	5	TRUE
OR13C3	ENST00000374781	Q8NGS6	0.242472402821983	9	5.82	0.482940465211868	8	1.937	9	TRUE
ASIP	ENST00000374954	P42127	0.242292363961569	9	4.6468	0.867762804031372	7	1.576	8	TRUE
VGLL1	ENST00000370634	Q99990	0.242226228045708	9	5.5506	0.757265746593475	7	0.539	2	TRUE
NPS	ENST00000398023	P0C0P6	0.241944802303404	9	3.5926	1.58374452590942	4	1.92	9	TRUE
C6orf52	ENST00000426700	Q5T4I8	0.24154356676582	9	7.6248	0.80894523859024	7	1.659	8	TRUE
C2CD4B	ENST00000380392	A6NLJ0	0.241528798935365	9	3.0083	0.928965866565704	6	1.943	9	TRUE
LCN1	ENST00000371781	P31025	0.241454756033421	9	9.1028	-0.373594224452972	9	1.83	9	TRUE
OR5H2	ENST00000355273	Q8NGV7	0.241406343740059	9	4.2684	-0.188462436199188	9	1.878	9	TRUE
PF4V1	ENST00000226524	P10720	0.241393607061388	9	3.0159	0.0540646091103554	9	1.913	9	TRUE
HLA-DQA2	ENST00000374940	P01906	0.241288893662186	9	8.8308	0.287832617759705	8	1.6	8	TRUE
IFNK	ENST00000276943	Q9P0W0	0.241056463852316	9	8.7688	0.239313170313835	8	1.896	9	TRUE
OR5T2	ENST00000313264	Q8NGG2	0.240987040676692	9	4.9334	-0.610825300216675	9	1.814	9	TRUE
LCE1A	ENST00000335123	Q5T7P2	0.240755926660269	9	2.3985	0.173067182302475	8	1.907	9	TRUE
TCEANC	ENST00000380600	Q8N8B7	0.240709499249135	9	6.9231	0.825052559375763	7	0.909	4	TRUE
OR52E8	ENST00000537935	Q6IFG1	0.240630440115749	9	4.8418	-0.236617356538773	9	0.977	5	TRUE
C10orf10	ENST00000298295	Q9NTK1	0.24035093857588	9	0.50302	-0.0593396164476871	9	1.834	9	TRUE
NBPF4	ENST00000415641	Q96M43	0.240263681175199	9	6.1129	-0.0769114717841148	9	1.466	7	TRUE
GJC3	ENST00000312891	Q8NFK1	0.240145119839749	9	8.7463	1.6204217672348	4	1.348	7	TRUE
C4orf40	ENST00000344526	Q6MZM9	0.239979435361335	9	6.9627	0.0448156781494617	9	1.635	8	TRUE
C6orf226	ENST00000408925	Q5I0X4	0.239771727347982	9	0.21928	0.0139407524839044	9	1.876	9	TRUE
C20orf196	ENST00000303142	Q8IYI0	0.239632894807741	9	6.2446	0.382166564464569	8	1.007	5	TRUE
MANSC1	ENST00000535902	Q9H8J5	0.239572098034804	9	6.808	0.251170843839645	8	1.334	7	TRUE
OR9A4	ENST00000548136	Q8NGU2	0.239260113164723	9	6.1907	-0.103022888302803	9	1.924	9	TRUE
GNLY	ENST00000263863	P22749	0.239169495312156	9	8.7438	-0.216047286987305	9	1.857	9	TRUE
SMIM1	ENST00000444870	B2RUZ4	0.239114499950905	9	2.487	-0.023634385317564	9	1.82	9	TRUE
GHRH	ENST00000237527	P01286	0.238820471432375	9	5.9404	1.42211282253265	5	1.057	5	TRUE
C10orf120	ENST00000329446	Q5SQS8	0.238799561591544	9	4.6898	0.166451290249825	8	1.898	9	TRUE
G0S2	ENST00000367029	P27469	0.238701500614543	9	0.86816	0.86223167181015	7	1.757	8	TRUE
SKA2	ENST00000330137	Q8WVK7	0.238631380036021	9	6.7876	0.522159159183502	8	1.896	9	TRUE
PRAMEF6	ENST00000376189	Q5VXH4	0.238594435077707	9	4.8521	-0.210687786340714	9	1.978	9	TRUE
MBD3L4	ENST00000381394	A6NDZ8	0.238580627215167	9	0.13581	-0.0736387073993683	9	1.885	9	TRUE
FAM228A	ENST00000295150	Q86W67	0.23831125024636	9	8.4815	-0.0566617324948311	9	1.079	5	TRUE
OR2J3	ENST00000377169	O76001	0.238192332622656	9	7.3212	-0.49147617816925	9	1.246	6	TRUE
ULBP3	ENST00000438272	Q9BZM4	0.238051189781033	9	9.7727	-1.10202181339264	9	1.878	9	TRUE
FAM180B	ENST00000538490	Q6P0A1	0.237967604818628	9	8.5938	0.486085742712021	8	1.065	5	TRUE
TMEM52	ENST00000310991	Q8NDY8	0.237925251249007	9	4.4736	0.360251367092133	8	1.614	8	TRUE
GJE1	ENST00000450456	A6NN92	0.237892005304603	9	5.0633	2.65080904960632	1	1.231	6	TRUE
LCE2D	ENST00000368784	Q5TA82	0.237868450755209	9	0.86461	-0.172526404261589	9	1.904	9	TRUE
C19orf77	ENST00000215531	O75264	0.23784256991145	9	4.1686	-0.178254574537277	9	1.45	7	TRUE
OR1D2	ENST00000331459	P34982	0.237822645889211	9	6.3258	0.469037264585495	8	1.599	8	TRUE
CCL13	ENST00000225844	Q99616	0.23756235265973	9	2.8993	-0.2280413210392	9	1.752	8	TRUE
DEFB133	ENST00000398721	Q30KQ1	0.237394070116232	9	0.02378	0.644817233085632	7	1.897	9	TRUE
FAM170B	ENST00000311787	A6NMN3	0.237386502570938	9	8.9849	0.43406355381012	8	1.452	7	TRUE
TRH	ENST00000302649	P20396	0.237170585827129	9	9.7887	0.370694190263748	8	1.209	6	TRUE
IQCF6	ENST00000398780	A8MYZ5	0.236907134283279	9	6.8026	1.4980970621109	5	1.335	7	TRUE
OR6J1	ENST00000540461	Q8NGC5	0.236879793384578	9	3.394	0.103429295122623	9	1.647	8	TRUE
OR4C11	ENST00000302231	Q6IEV9	0.236825941287421	9	5.2206	-0.53028804063797	9	1.907	9	TRUE
VENTX	ENST00000325980	O95231	0.236752675836174	9	4.3678	-0.228859305381775	9	1.916	9	TRUE
KISS1	ENST00000367194	Q15726	0.236748655178014	9	1.8506	0.259592443704605	8	1.41	7	TRUE
OR2D3	ENST00000317834	Q8NGH3	0.236654989073161	9	6.977	0.309758901596069	8	1.304	6	TRUE
C16orf91	ENST00000442039	Q4G0I0	0.236569227269949	9	0.85818	0.101021803915501	9	1.945	9	TRUE
PRLH	ENST00000165524	P81277	0.236456306256627	9	1.3271	0.980458319187164	6	1.858	9	TRUE
POU5F1B	ENST00000465342	Q06416	0.236247641877788	9	4.5629	0.252892345190048	8	1.853	9	TRUE
OR7A17	ENST00000327462	O14581	0.236194226975744	9	0.3225	-0.950625538825989	9	1.862	9	TRUE
C11orf94	ENST00000449465	C9JXX5	0.236122247458101	9	2.9888	0.969765424728394	6	1.735	8	TRUE
GOLGA8F	ENST00000526619	Q08AF8	0.236112248368534	9	3.4664	0.707614123821259	7	1.629	8	TRUE
ZNF730	ENST00000597761	Q6ZMV8	0.236089646736863	9	5.4412	-0.466318130493164	9	1.84	9	TRUE
NDUFAF4	ENST00000316149	Q9P032	0.23587747966588	9	6.606	0.523506879806519	8	0.718	3	TRUE
FAM72D	ENST00000400889	Q6L9T8	0.235841997474624	9	2.31	1.02017450332642	6	1.844	9	TRUE
CLLU1OS	ENST00000378487	Q5K130	0.235803120990021	9	4.5267	0.143975123763084	8	1.856	9	TRUE
FMR1NB	ENST00000370467	Q8N0W7	0.23578198509424	9	8.4381	-0.0776607170701027	9	0.919	4	TRUE
OR2F2	ENST00000408955	O95006	0.235774794756416	9	7.331	0.435359984636307	8	1.701	8	TRUE
OR7A10	ENST00000248058	O76100	0.235720205329807	9	1.4626	-0.412887066602707	9	1.918	9	TRUE
OR2M4	ENST00000306687	Q96R27	0.235685336354262	9	5.0851	-0.40141236782074	9	1.669	8	TRUE
C2orf53	ENST00000335524	Q53SZ7	0.235494650542015	9	8.1157	0.557913362979889	7	1.79	9	TRUE
OR2A14	ENST00000408899	Q96R47	0.23538093524872	9	6.5065	-0.120565220713615	9	1.707	8	TRUE
CARD17	ENST00000375707	Q5XLA6	0.235340182249797	9	5.5042	0.322278946638107	8	1.833	9	TRUE
NBPF6	ENST00000495380	Q5VWK0	0.235310148875745	9	4.4737	-0.214093416929245	9	1.614	8	TRUE
OR9I1	ENST00000302610	Q8NGQ6	0.234908247859995	9	4.8103	0.356975644826889	8	0.983	5	TRUE
OR3A2	ENST00000408891	P47893	0.234490754677124	9	7.2976	0.253768593072891	8	1.58	8	TRUE
PRR22	ENST00000419421	Q8IZ63	0.234484074464904	9	4.3869	0.0510684661567211	9	1.633	8	TRUE
KRTAP4-11	ENST00000391413	Q9BYQ6	0.234446687160363	9	6.98	-0.203805550932884	9	1.749	8	TRUE
C14orf142	ENST00000306954	Q9BXV9	0.234337577908694	9	3.2887	0.500180423259735	8	1.824	9	TRUE
DEFB113	ENST00000398718	Q30KQ7	0.234299019592717	9	1.0556	0.452642560005188	8	1.888	9	TRUE
MAGEB16	ENST00000399985	A2A368	0.234206577750848	9	0.80152	-0.110338933765888	9	1.774	8	TRUE
ANKRD20A4	ENST00000357336	Q4UJ75	0.23418356668899	9	9.9351	0.555865824222565	7	1.944	9	TRUE
APOC1	ENST00000588802	P02654	0.233902517788691	9	2.992	-0.0946907848119736	9	1.468	7	TRUE
UBL4B	ENST00000334179	Q8N7F7	0.233535561911545	9	2.3172	0.289201974868774	8	1.843	9	TRUE
TSACC	ENST00000368251	Q96A04	0.233464268293876	9	4.8372	0.974484026432037	6	1.533	7	TRUE
IFIT1B	ENST00000371809	Q5T764	0.2331850159911	9	4.5273	0.711140394210815	7	1.908	9	TRUE
C10orf113	ENST00000534331	Q5VZT2	0.23318470277896	9	4.4746	0.581230163574219	7	1.861	9	TRUE
PPP1R17	ENST00000342032	O96001	0.233139480204366	9	6.5402	0.755195081233978	7	1.56	8	TRUE
OR2D2	ENST00000299459	Q9H210	0.233113103794811	9	7.6618	0.71709281206131	7	1.884	9	TRUE
GCSAML	ENST00000366488	Q5JQS6	0.233039748810053	9	5.4399	0.0782416611909866	9	1.151	6	TRUE
LCE1B	ENST00000360090	Q5T7P3	0.232894692948468	9	2.3182	-0.281065940856934	9	1.843	9	TRUE
MBD3L5	ENST00000329753	A6NJ08	0.232887736813325	9	0.38193	-0.0107763484120369	9	1.934	9	TRUE
C1orf189	ENST00000368525	Q5VU69	0.232592516452265	9	7.1632	0.593191385269165	7	1.91	9	TRUE
DPPA3	ENST00000345088	Q6W0C5	0.232501026336677	9	7.0544	-0.16415998339653	9	0.892	4	TRUE
FAM169B	ENST00000332908	Q8N8A8	0.232208339467676	9	7.8772	1.68094301223755	4	1.16	6	TRUE
OR8B3	ENST00000354597	Q8NGG8	0.23200271538148	9	4.326	-0.0288917124271393	9	1.646	8	TRUE
CLEC4D	ENST00000299665	Q8WXI8	0.231982254462005	9	9.8548	0.219469338655472	8	1.571	8	TRUE
LILRA5	ENST00000432233	A6NI73	0.231929608149002	9	7.932	-0.517183482646942	9	1.475	7	TRUE
RAET1E	ENST00000357183	Q8TD07	0.231891568063097	9	9.706	-0.416857004165649	9	1.692	8	TRUE
KRBOX1	ENST00000418176	C9JBD0	0.231787324409244	9	4.8041	0.110995322465897	9	1.541	7	TRUE
LENEP	ENST00000392487	Q9Y5L5	0.231724801872111	9	2.0232	0.559000015258789	7	1.927	9	TRUE
TCEAL7	ENST00000332431	Q9BRU2	0.23170189388188	9	1.7999	0.614142835140228	7	1.432	7	TRUE
MS4A15	ENST00000405633	Q8N5U1	0.231577730422894	9	8.4167	0.49871438741684	8	1.398	7	TRUE
OR5B2	ENST00000302581	Q96R09	0.231445667581248	9	4.0882	-0.301101982593536	9	1.471	7	TRUE
C3orf22	ENST00000318225	Q8N5N4	0.231317818581418	9	4.8707	-0.142995774745941	9	1.275	6	TRUE
NAT2	ENST00000286479	P11245	0.231317707509161	9	7.3584	1.06280851364136	6	1.793	9	TRUE
RHNO1	ENST00000489288	Q9BSD3	0.231305828964382	9	8.3856	0.424455881118774	8	1.251	6	TRUE
MRPL55	ENST00000391867	Q7Z7F7	0.231181867069082	9	5.4546	0.395431637763977	8	1.395	7	TRUE
PTTG1	ENST00000393964	O95997	0.23117826698003	9	8.3285	0.894970118999481	6	1.411	7	TRUE
SMIM10	ENST00000330288	Q96HG1	0.231165903111526	9	0.32846	0.247587323188782	8	1.861	9	TRUE
PKIB	ENST00000354275	Q9C010	0.230991547330194	9	1.8272	0.842825472354889	7	1.78	8	TRUE
AP000322.53	ENST00000450895	P0DPE8	0.230812138302386	9	2.513	0.183323800563812	8	1.614	8	TRUE
OR8B12	ENST00000306842	Q8NGG6	0.230805697354404	9	3.521	0.445219427347183	8	1.304	6	TRUE
C8orf48	ENST00000297324	Q96LL4	0.230628784990769	9	6.8612	0.297260582447052	8	1.651	8	TRUE
OR51M1	ENST00000328611	Q9H341	0.230625253915138	9	5.7424	0.281603991985321	8	1.541	7	TRUE
OR2AJ1	ENST00000318244	Q8NGZ0	0.230405775320413	9	2.9437	-0.821751117706299	9	1.863	9	TRUE
C14orf177	ENST00000325812	Q52M58	0.230292660421867	9	2.3475	-0.107923202216625	9	1.839	9	TRUE
CSTL1	ENST00000246020	Q9H114	0.230217654179189	9	7.0661	0.634888231754303	7	1.915	9	TRUE
MBD3L3	ENST00000333843	A6NE82	0.230131412089694	9	0.099558	0.0194812901318073	9	1.889	9	TRUE
OR10H5	ENST00000308940	Q8NGA6	0.230110796843779	9	4.0795	-0.163148388266563	9	1.473	7	TRUE
UTS2	ENST00000361696	O95399	0.229965762049353	9	4.7086	0.823767483234406	7	1.562	8	TRUE
OR2H2	ENST00000383640	O95918	0.229818453764657	9	6.7563	0.0327787324786186	9	1.777	8	TRUE
MUC7	ENST00000304887	Q8TAX7	0.229593587287415	9	1.1176	-0.0830651521682739	9	1.935	9	TRUE
RBM43	ENST00000331426	Q6ZSC3	0.229533625264111	9	5.603	0.244931533932686	8	1.119	6	TRUE
C11orf52	ENST00000278601	Q96A22	0.229382537719043	9	7.4104	0.478935688734055	8	1.69	8	TRUE
C3orf14	ENST00000542214	Q9HBI5	0.229358189345584	9	6.5234	0.993589878082275	6	1.804	9	TRUE
GNRH1	ENST00000276414	P01148	0.22933099639505	9	5.9746	0.525619924068451	8	1.051	5	TRUE
CCER2	ENST00000571838	I3L3R5	0.229296971655154	9	9.1942	0.423283845186234	8	1.143	6	TRUE
RLN1	ENST00000223862	P04808	0.22919926366231	9	3.0196	-0.30627453327179	9	1.855	9	TRUE
LY6G5C	ENST00000383237	Q5SRR4	0.228773433676322	9	5.0961	0.360869437456131	8	0.929	4	TRUE
OR52B2	ENST00000530810	Q96RD2	0.228710803994918	9	6.5472	0.963347554206848	6	1.934	9	TRUE
PRAMEF10	ENST00000235347	O60809	0.228627875045893	9	6.6432	-0.269085884094238	9	1.542	8	TRUE
OR10J3	ENST00000332217	Q5JRS4	0.228472699871383	9	4.3692	0.538722217082977	8	1.87	9	TRUE
HSBP1L1	ENST00000451882	C9JCN9	0.228374233389243	9	3.2047	0.309849053621292	8	1.69	8	TRUE
GAPT	ENST00000318469	Q8N292	0.228194204027549	9	0.23727	0.200619652867317	8	1.873	9	TRUE
SLC51B	ENST00000334287	Q86UW2	0.22814604677902	9	3.3391	0.396258652210236	8	1.359	7	TRUE
RXFP4	ENST00000368318	Q8TDU9	0.22813611926717	9	8.1324	1.34958457946777	5	1.698	8	TRUE
ODF3L2	ENST00000315489	Q3SX64	0.227964514550551	9	5.5776	0.546180784702301	7	1.369	7	TRUE
OR4N5	ENST00000333629	Q8IXE1	0.227401049012272	9	5.1082	0.105118669569492	9	1.472	7	TRUE
CNPY1	ENST00000321736	Q3B7I2	0.227310771691991	9	4.0699	0.152467176318169	8	1.929	9	TRUE
XKR3	ENST00000331428	Q5GH77	0.227204962132872	9	8.3328	0.80818635225296	7	0.93	4	TRUE
KRTAP1-5	ENST00000361883	Q9BYS1	0.226930570175687	9	5.468	0.491946816444397	8	1.596	8	TRUE
OR10AG1	ENST00000312345	Q8NH19	0.226845355180352	9	4.5459	-0.311161398887634	9	1.907	9	TRUE
PRB2	ENST00000389362	P02812	0.226676055293748	9	3.7133	-0.300445854663849	9	1.974	9	TRUE
PRM3	ENST00000327157	Q9NNZ6	0.226605037401208	9	0.70905	0.831886351108551	7	1.794	9	TRUE
OR4D10	ENST00000530162	Q8NGI6	0.226420610028663	9	5.4709	-0.215733259916306	9	1.595	8	TRUE
OR8U1	ENST00000302270	Q8NH10	0.226373502147469	9	5.7736	0.0399247258901596	9	1.913	9	TRUE
KRTAP9-2	ENST00000377721	Q9BYQ4	0.226102911413943	9	0.31753	-0.486642777919769	9	1.863	9	TRUE
TMEM211	ENST00000423535	Q6ICI0	0.226060873820764	9	6.105	0.821882009506226	7	1.261	6	TRUE
FAM216B	ENST00000313851	Q8N7L0	0.225559485366038	9	6.1051	0.166529327630997	8	1.639	8	TRUE
